,key,value
10603,北京一所大学,1
10604,合肥,3
10605,那个女生,1
10606,安医大,2
10607,孟庭苇,2
10608,叠,2
10609,1000只,1
10610,纸鹤,1
10611,渡,5
10612,破军,1
10613,秀坊,1
10614,红衣,1
10615,艳,1
10616,何故,1
10617,佛珠,1
10618,一地,6
10619,阿弥陀佛,1
10620,安得双全法不负如来不负卿,1
10621,知礼,1
10622,飘然浮现,1
10623,收敛,1
10624,跋扈,1
10625,苗疆,1
10626,为谁,1
10627,风袖王母,1
10628,搬弄,1
10629,凶险,1
10630,苗蛊,1
10631,声轻如,1
10632,铃,1
10633,银饰,1
10634,叮当,1
10635,响动,1
10636,性子,3
10637,诵,1
10638,枯燥乏味,1
10639,经文,1
10640,舍身,2
10641,未有,1
10642,念白,2
10643,老和尚,1
10644,秀姑娘,1
10645,小和尚,5
10646,说走,2
10647,心虚,1
10648,往常,1
10649,后半,1
10650,诳语,1
10651,假话,2
10652,一步,1
10653,高楼大厦,1
10654,穿梭,1
10655,林荫小路,1
10656,肩并肩,1
10657,落叶,2
10658,温饱,1
10659,窒息,2
10660,不屈,2
10661,嘿舍友,1
10662,达,1
10663,壶,1
10664,外卖,1
10665,128MB,1
10666,储存,2
10667,情侣装,4
10668,毕业照,3
10669,17年,3
10670,身,5
10671,失利,3
10672,走来,3
10673,3年,7
10674,坚信,4
10675,未名湖畔,1
10676,重现,1
10677,信念,2
10678,日漫恶作剧之吻还是韩版翻拍恶作剧之吻,1
10679,林依晨,2
10680,阿金,1
10681,袁湘琴,7
10682,直树,4
10683,湘琴,6
10684,郑元畅,1
10685,戏戏,2
10686,江,2
10687,植树,1
10688,多余,4
10689,姿色,1
10690,暖气,2
10691,织,1
10692,毛衣,2
10693,情形,1
10694,已然,3
10695,摔,5
10696,摔破,1
10697,医务室,1
10698,缝针,1
10699,别怕,1
10700,缝,1
10701,78岁,1
10702,华人,1
10703,爱听听,1
10704,孙子,3
10705,侯佩岑,1
10706,时机,3
10707,安定,2
10708,多美多,1
10709,徒劳无用,1
10710,三行,2
10711,好声音,2
10712,小黄花,1
10713,迟早,2
10714,冷门,1
10715,热门,4
10716,晴天,3
10717,诡异,1
10718,妹纸,1
10719,遛,1
10720,边走边,1
10721,十指相扣,1
10722,松手,1
10723,这件事先,1
10724,谁谁,1
10725,形影不离,1
10726,阿桑,1
10727,姚贝娜,7
10728,四好,1
10729,奇特,2
10730,出口,5
10731,真的爱,3
10732,细细,4
10733,忍打扰,1
10734,很安静,4
10735,交往,3
10736,一旁而后,1
10737,仙剑奇侠传,3
10738,该剧,1
10739,一套,1
10740,正版,3
10741,伤心欲绝,1
10742,五天五夜,1
10743,修改,2
10744,活到,2
10745,15天左右,1
10746,时间段,3
10747,减少,2
10748,120天左右,1
10749,念念不忘,1
10750,扛,3
10751,米袋,1
10752,煤气罐,1
10753,扛不住,1
10754,海蝶,1
10755,总监,1
10756,专心,1
10757,爆光率,1
10758,一段时光,1
10759,或许是我变,1
10760,相对,2
10761,无言有,1
10762,玫瑰花,2
10763,葬礼,3
10764,列表,3
10765,放在一起,1
10766,销声匿迹,1
10767,意愿,1
10768,老干妈豆腐脑菜,1
10769,场下,1
10770,老婆们,2
10771,听然,2
10772,豆浆,4
10773,油条,4
10774,遇上,3
10775,游艇,1
10776,法餐,1
10777,早晨,4
10778,几条街,1
10779,木乃伊,1
10780,人约,1
10781,冻结,1
10782,术,1
10783,进化论,1
10784,一千年以后,4
10785,直,11
10786,两条街,1
10787,黑板,4
10788,小丫头,1
10789,红雨瓢泼,1
10790,泛起,1
10791,潜,1
10792,美目,1
10793,流转,2
10794,口边,1
10795,洒下,1
10796,如初见,1
10797,何须,1
10798,一首首,1
10799,历历在目,2
10800,构成,1
10801,唧唧歪歪,1
10802,挽救,2
10803,一拖,1
10804,拖,4
10805,杨明,1
10806,JackyYang,1
10807,1980年,1
10808,出色,1
10809,肌肉,1
10810,软组织肿瘤,1
10811,重量级,2
10812,休止,1
10813,符范纬琪,1
10814,不眠,2
10815,BAD,1
10816,旋木旋木,1
10817,MTV,1
10818,单薄,1
10819,男他,1
10820,搞基,1
10821,高数,2
10822,难过难过,1
10823,第二75,1
10824,草莽,1
10825,皇帝,3
10826,不喜,2
10827,奢华,1
10828,逼宫,1
10829,夺位,1
10830,前朝敬帝,2
10831,华美宫室,1
10832,宿,1
10833,帝宫,1
10834,九龙塔,1
10835,盘膝,1
10836,塔顶石室,1
10837,几案,1
10838,蒲团,1
10839,壁上,1
10840,历,1
10841,过前朝,1
10842,认出,2
10843,无双,1
10844,封,4
10845,贵妃,3
10846,倾,1
10847,周朝,1
10848,开国,2
10849,白炎前朝敬帝,1
10850,血染江山的画怎敌我社会主义现代化,1
10851,倾尽天下乱世繁华,1
10852,沧海遗墨,1
10853,扣子,3
10854,腐,1
10855,脑洞,1
10856,同人文摘文,1
10857,河图,1
10858,授权,4
10859,南朝,1
10860,白炎敬帝,1
10861,歧视,1
10862,同性恋,3
10863,看不惯,1
10864,本末,1
10865,倒置,1
10866,封神了希望,1
10867,李克勤,3
10868,清幽,1
10869,20首,2
10870,影音,1
10871,沙绵夜猛听边僧嗖影音听干小忒肯如央是树灾挑豆威何只省亚弯韵楼在鳄的听轰这慢夜木有们别因在岁吻够缩巴逗洗皆喉从没意胃呦分手但我的僧微分伟何影音为她精油他赤这云笛影音是吧嗨喉忒肯东走东走啧名誉博医圣凑莫的king挂莫的刻忙进击,1
10872,河合奈保子,1
10873,碌碌无为,1
10874,空悲,1
10875,走来人到,1
10876,山丘,1
10877,喜悦,2
10878,年少莫,1
10879,惑,1
10880,110cm,1
10881,南瓜,1
10882,马车,1
10883,繁星,1
10884,155cm,1
10885,荷尔蒙,1
10886,改造,1
10887,183cm,1
10888,高楼,1
10889,存款,2
10890,万卷,1
10891,好路,1
10892,刘惜君,6
10893,刮目相看,1
10894,不同寻常,1
10895,攀升,1
10896,层次感,2
10897,契合,2
10898,惜君,4
10899,沉潜,1
10900,蛰伏,1
10901,心路,1
10902,历程,1
10903,一字一句化,1
10904,低潮,3
10905,洗礼,1
10906,品尝,1
10907,禁止,1
10908,领养,2
10909,依晨,3
10910,小七,1
10911,地瓜,1
10912,不湘,1
10913,有多爱,3
10914,小综,1
10915,恶吻,1
10916,难追,1
10917,帅哥,6
10918,百感交集,1
10919,一吻定情恶作剧之吻,2
10920,多田,2
10921,熏和,2
10922,西川茂,2
10923,1996年,2
10924,监制,6
10925,多田熏琴子,2
10926,笨,3
10927,2013年,3
10928,西川茂琴子,2
10929,多田熏,2
10930,犹,3
10931,三五成群,1
10932,席,1
10933,就地,1
10934,尘,1
10935,嗟叹,1
10936,艰,1
10937,搞不懂,2
10938,爸爸爸爸,1
10939,蓝牙三国杀,1
10940,剑指,2
10941,抚琴,1
10942,牵挂,4
10943,小凌,3
10944,生人,4
10945,衣著,1
10946,时尚,1
10947,青睐,1
10948,汹,1
10949,死亡生病,1
10950,改用,1
10951,不少,8
10952,同桌大学,1
10953,上联,1
10954,淋巴癌,1
10955,一程,3
10956,警察,8
10957,带走,9
10958,8年后,1
10959,忽冷忽热,1
10960,可也,2
10961,耽误,5
10962,三下四,1
10963,手足无措,1
10964,初次,1
10965,文理,1
10966,短短,1
10967,十来分钟,1
10968,下床,1
10969,蹦跳,1
10970,炒鸡棒,1
10971,林莎,1
10972,排列,1
10973,解开,1
10974,解,2
10975,没错当你,1
10976,很快乐,1
10977,2007年9月1,1
10978,同窗,1
10979,2007年12月27,1
10980,施压,1
10981,苦中作乐,1
10982,武汉8年,1
10983,相恋,1
10984,厚厚,1
10985,火车票,1
10986,寄托,1
10987,相思,2
10988,寒冬飘雪爱你如初我心未变爱,1
10989,阿兰,2
10990,花千骨,1
10991,白子画,1
10992,百转千回,1
10993,谈笑风生,1
10994,夏蝉冬雪,1
10995,一瞥,4
10996,悟道,1
10997,修炼,2
10998,一生缘劫,1
10999,太多太多,2
11000,熟悉感,2
11001,一年七夕,1
11002,燕,2
11003,诗句,1
11004,寒梅落尽把冬了衔春,1
11005,归巢,1
11006,全分,1
11007,渐行渐远,3
11008,从不止步,1
11009,陌上人如玉公子世无双庐州明月下许家好儿郎,1
11010,各处,1
11011,小馆,1
11012,两个礼拜,1
11013,败给,1
11014,顾虑,1
11015,不负,3
11016,LQJ,1
11017,黄土高坡,1
11018,武林外传,2
11019,佟掌柜,1
11020,从一开始,3
11021,滴,5
11022,福君,2
11023,不死,1
11024,沦落,1
11025,桑心,1
11026,西人,1
11027,点头,2
11028,打折,1
11029,商品,1
11030,数量,1
11031,限制,3
11032,西北,1
11033,陕西,3
11034,si,1
11035,惊讶,2
11036,瞪大,2
11037,范玮琪,3
11038,金玟岐,4
11039,奉贤,1
11040,风声,2
11041,试试,2
11042,郭采洁,1
11043,可期,1
11044,入学,1
11045,吐字,1
11046,食堂,4
11047,位子,4
11048,怕走,1
11049,没话说,1
11050,校车,1
11051,单人座,1
11052,三门,1
11053,为官,1
11054,军爷,1
11055,戏子,6
11056,中仙正如烟上月平三门曰贼阎罗浪子笑面佛正如杯中酒下三门经商美人算子棋通天正如花下风流,1
11057,平下三门,1
11058,九个,1
11059,盗墓,1
11060,官职,1
11061,赐,2
11062,雅号,1
11063,九门提督,1
11064,俗称,2
11065,老九门,2
11066,张启山,2
11067,过好后半生替我看看天下安稳太平盛世梨园荣景妻儿,1
11068,恩爱,1
11069,子孙,2
11070,绕膝,1
11071,此生,7
11072,戏痴,1
11073,解语,1
11074,花红妆倾城,1
11075,朵解语花,1
11076,解花语,1
11077,三叔,1
11078,有血有肉,1
11079,典狱,1
11080,情深爱恋,1
11081,赎罪,1
11082,罪,1
11083,赎了情还,1
11084,淡泊,1
11085,下决心,1
11086,爱恋,3
11087,心灰意冷,1
11088,民国二十九年腊月廿二,1
11089,遗物,1
11090,遗言,2
11091,戏服,1
11092,冬雪,1
11093,名伶,1
11094,世人,2
11095,悄然,1
11096,下葬,1
11097,死情痛伤及,1
11098,皮肉,1
11099,濡沫,1
11100,情深,5
11101,休,2
11102,早晚,1
11103,网游,3
11104,尸体,3
11105,节操秀,1
11106,下限,1
11107,江湖路,2
11108,来来去去,1
11109,过往如斯寂寞,1
11110,把号,1
11111,生死,4
11112,别离,2
11113,赶快,2
11114,跑出,1
11115,楼门,1
11116,轰然,1
11117,巨响,2
11118,气浪,1
11119,推出去,1
11120,数米,1
11121,一刻,2
11122,任务,2
11123,唐朝,2
11124,李冶,1
11125,八,2
11126,至至近至远东西至深至浅清溪至高至明日月至亲至疏夫妻,1
11127,公会,1
11128,登录,1
11129,3年前4年前,1
11130,大侠,1
11131,公,2
11132,会长,2
11133,成语,2
11134,接龙,1
11135,新欢,2
11136,旧爱,1
11137,白头,1
11138,包间,1
11139,3桌,1
11140,百听,2
11141,厌,2
11142,任然真,1
11143,一年前,3
11144,任然,2
11145,误以为,2
11146,缓解,3
11147,故作,2
11148,引,2
11149,这天,5
11150,造访,1
11151,觉唐突,1
11152,流言,1
11153,痴狂,1
11154,陈升,1
11155,良久奶茶,1
11156,挣脱,1
11157,德牧,1
11158,荆轲传奇的片尾曲千万别再说秦时明月的了大哭当然秦时片头曲月光,1
11159,一脉相承,1
11160,胡哥,1
11161,平平,1
11162,发型,3
11163,不要乱说,1
11164,10M,1
11165,3M,1
11166,传出,1
11167,毙,2
11168,损失,1
11169,张靓颖,3
11170,极具,1
11171,协调,1
11172,统一,2
11173,宛如,1
11174,涓涓,1
11175,流水,1
11176,滋润,2
11177,心田,1
11178,思乡,1
11179,干涸,3
11180,功力,2
11181,显,1
11182,空洞,1
11183,意味深长,1
11184,别来无恙,3
11185,三十晚上,1
11186,人间词话,1
11187,梅尧臣,1
11188,苏幕遮草,1
11189,碧,1
11190,萋萋,1
11191,雨后江天晓落尽梨花春又了我,1
11192,V绝对,1
11193,好声音连上帝,1
11194,罗茜,1
11195,三十二岁,1
11196,小女孩儿,1
11197,礼服,1
11198,迎接,2
11199,不争不闹,1
11200,荧幕,1
11201,小事,1
11202,在一起少,2
11203,事多,1
11204,生平,1
11205,更正常,2
11206,结石,1
11207,不备胎,3
11208,一厢情愿,3
11209,君子,3
11210,有意,1
11211,有情,1
11212,无意时,1
11213,看开,1
11214,借口,4
11215,优秀者,1
11216,中国好声音,2
11217,海选,1
11218,庐州,5
11219,与世无争,3
11220,旷谷,1
11221,幽兰,1
11222,情情,1
11223,三包,1
11224,古韵,2
11225,融入,1
11226,罕见,1
11227,创作型,2
11228,一尘不染我希望,1
11229,保留,3
11230,纯净,1
11231,乐迷们,1
11232,傲慢,1
11233,半城烟沙半城血清明雨上客怎眠千百度度,1
11234,伊人,1
11235,当好,1
11236,膜拜,1
11237,一系列,2
11238,包揽,1
11239,应当,2
11240,一个一个,1
11241,bb,1
11242,为名利,1
11243,答案,4
11244,大热,3
11245,不足,2
11246,掩饰,2
11247,突然间,2
11248,所作,1
11249,无用功,1
11250,隐士,1
11251,大隐,2
11252,庆辛,1
11253,不似,1
11254,就结束了,1
11255,五个小时,1
11256,改过,1
11257,2016815,1
11258,择一城终老遇一人白首,1
11259,愿得一人心,2
11260,免得,1
11261,老相,1
11262,知我者,1
11263,谓,2
11264,心忧不知,1
11265,小蚂蚁,1
11266,迷路,3
11267,蚁窝,2
11268,捉急,1
11269,经过于,1
11270,反,1
11271,道带,1
11272,上个世纪,3
11273,在校,2
11274,34,3
11275,黄致列,1
11276,愧,1
11277,鲜肉,1
11278,嗓,2
11279,Style,1
11280,这季,1
11281,绝壁,1
11282,黑唱,1
11283,被淘汰,2
11284,电视台,2
11285,收视率,2
11286,避风,1
11287,港幸运儿proudofyou,1
11288,伤风,1
11289,武媚娘,1
11290,冯婕妤,1
11291,alittle,2
11292,afew,1
11293,完型,1
11294,不可数,1
11295,loveafew,1
11296,可数,1
11297,宇,1
11298,张力,2
11299,相得益彰,3
11300,无助,5
11301,神情,1
11302,痛彻心扉,2
11303,慢慢松,1
11304,拳头,1
11305,哀愁,1
11306,变轻,1
11307,后感,1
11308,极富,1
11309,外界,2
11310,亲妈,1
11311,2006年,2
11312,话间,1
11313,把手,4
11314,伸进,1
11315,握紧,1
11316,依稀悲伤,1
11317,来不及,5
11318,11月,2
11319,退伍,1
11320,青海,1
11321,like,2
11322,you,7
11323,终身,3
11324,受益,1
11325,多爱心,1
11326,吞噬,1
11327,眼眸,1
11328,寒风,2
11329,3个,2
11330,咽住,1
11331,伸,3
11332,出手,2
11333,首首,1
11334,力挺,2
11335,妖魔鬼怪,1
11336,无眠,1
11337,泪痕,1
11338,衣角,1
11339,悄悄地,1
11340,近乎,1
11341,嘴型,1
11342,七里香,4
11343,一到快歌就说腿不由自主的抖了起来一到慢歌,1
11344,尽心,1
11345,乐团南拳妈妈FIRBOBOBY2,1
11346,分手之后,2
11347,此而已,1
11348,情话,7
11349,3000多,1
11350,3000,2
11351,能找到,1
11352,郭顶,2
11353,爱情要么一生要么,1
11354,余文乐,1
11355,放大,3
11356,我不谈爱情滚滚滚老子信了你的邪撇嘴撇嘴撇嘴,1
11357,携手,2
11358,翻来,1
11359,业界,3
11360,徐若瑄,1
11361,的爱笑的眼睛SHE,1
11362,万年,2
11363,何洁,8
11364,亲吻,3
11365,无名指,2
11366,GX,2
11367,第8年,3
11368,婚纱站,2
11369,金钟,1
11370,中音部,1
11371,合格,1
11372,突破,1
11373,曲调抑扬,1
11374,顿挫,1
11375,好可惜,1
11376,访问,3
11377,透露,2
11378,患者,3
11379,舔舐,1
11380,一路走来的遍体鳞伤希望逝者安息,1
11381,心魔,1
11382,困境,1
11383,同年,1
11384,0607年,1
11385,父母亲,1
11386,用意,1
11387,用功,1
11388,重点,6
11389,母子,1
11390,沟,1
11391,卡带,4
11392,检测,1
11393,弄懂,1
11394,恋靴癖,1
11395,抖M,1
11396,称得上,1
11397,有点两极化,1
11398,沉热,1
11399,抖,5
11400,同人,1
11401,水来世,1
11402,我愿生而彷徨我愿生而动荡我愿生而你便是我的王,1
11403,虚妄,2
11404,无上,1
11405,益达,1
11406,谈及,1
11407,sm,1
11408,甘之如饴,1
11409,位,6
11410,大s,1
11411,彼此而已,1
11412,老虎,1
11413,羚羊,2
11414,伤痕,2
11415,大野狼,1
11416,救赎,1
11417,LOL,1
11418,灭团,1
11419,汗汗,1
11420,刘翔,2
11421,cctv,1
11422,跑道,1
11423,melody,1
11424,很准,1
11425,好多年,4
11426,提起,5
11427,一幕,2
11428,雷同,1
11429,恨意,1
11430,千万种,1
11431,艺人,4
11432,德艺双馨,1
11433,政治,1
11434,身为,1
11435,美人儿,1
11436,辈子,1
11437,独断万古,1
11438,祖先,1
11439,英灵,1
11440,护,3
11441,罪州,1
11442,片,3
11443,火桑林,1
11444,至尊,1
11445,乱世,1
11446,大鹏,3
11447,苍穹,1
11448,超脱,1
11449,世,2
11450,束,1
11451,倾城,1
11452,姿,1
11453,尽铅华,1
11454,火桑,1
11455,树下,1
11456,静待,1
11457,君所植亭亭如盖矣君所言璀璨燃不尽望不断岁月已涟漪至尊路征战无归意火桑花年年,1
11458,开年年,1
11459,至尊骨命孤苦踏天路展雄图却牵伊人火桑树囚笼处罪血出天骄路,1
11460,阻,1
11461,鲲鹏,1
11462,翼展,1
11463,震,1
11464,万古雷劫途,1
11465,何人,1
11466,渡轮,1
11467,回路,1
11468,前贤,1
11469,万物,2
11470,母气,1
11471,助战异域闯藏土帝关处多无助为了亲友命不顾茫茫路万古枯神威怒战心苏独断万古无归路,1
11472,大伙们,1
11473,顶起,1
11474,神墓,1
11475,辰南,2
11476,雨馨,1
11477,七绝,1
11478,龙舞遮天,1
11479,叶凡,2
11480,安妙依,1
11481,小月亮,1
11482,黑皇,1
11483,中十号,1
11484,火灵儿,1
11485,云曦,1
11486,十号,1
11487,月禅,1
11488,清漪,1
11489,厚爱,1
11490,爱殇,1
11491,神级,1
11492,虐文,1
11493,太晚,1
11494,太狠,1
11495,太迟,1
11496,天晴朗,1
11497,风光,1
11498,穹苍,1
11499,死活,1
11500,科普原曲五月雨恋歌,1
11501,剑魔,1
11502,曲配,1
11503,谢云流,1
11504,很完美,2
11505,60分,1
11506,逆转,1
11507,4月14,1
11508,科比道,1
11509,新生活,2
11510,目镜,1
11511,手术室,1
11512,半截,1
11513,过来了却,1
11514,此前,1
11515,动力,4
11516,预算,1
11517,成本,2
11518,破例,1
11519,人头,1
11520,录音,3
11521,录音室,1
11522,新加坡音乐厅,1
11523,实地,1
11524,进行,2
11525,上乘,2
11526,过多,1
11527,毫不避讳,1
11528,刻骨铭心,2
11529,提示,1
11530,一个8分半钟,1
11531,轻奇怪,1
11532,最轻,1
11533,半个星期,1
11534,最后一个,4
11535,亲友,1
11536,红包,2
11537,群,3
11538,没想过,1
11539,换群,1
11540,发红,1
11541,彼时年,1
11542,少不知,1
11543,天不怕,1
11544,鲜衣怒马,1
11545,意气,1
11546,可有可无,2
11547,如潮,1
11548,策马独归,1
11549,窗前,1
11550,仰头,1
11551,眉目,2
11552,莫,2
11553,裂缝,2
11554,治疗,2
11555,耐听,1
11556,冲刺,2
11557,生涯,2
11558,凌晨三点,1
11559,两点,1
11560,10分钟,1
11561,徘徊,2
11562,西安交通大学,1
11563,啊青峰,1
11564,64天,1
11565,聊骚,1
11566,吵架心知,1
11567,大姨妈,1
11568,着雨,1
11569,身心交瘁,1
11570,如鱼,1
11571,饮水,1
11572,自知,1
11573,拼搏,2
11574,计划,7
11575,两杯,1
11576,拿铁,1
11577,两瓶,1
11578,锅头,1
11579,七年后,3
11580,眉眼,2
11581,敬酒,4
11582,神情恍惚,2
11583,不合时宜,2
11584,另一只手,2
11585,天荒地老,2
11586,参宿,1
11587,猎户座,1
11588,北半球,2
11589,冬季,3
11590,星座,1
11591,商宿,1
11592,天蝎座,2
11593,夏季,1
11594,永不,4
11595,怀里,6
11596,宠溺,6
11597,摸摸,3
11598,他吧,3
11599,散场诺,2
11600,影院,2
11601,参与商,1
11602,长别离,1
11603,真的心,2
11604,围观,2
11605,参与商今夕复何夕共此灯烛光少壮能几时鬓发各已苍访旧半为鬼惊呼热中肠焉知二十载重上君子堂昔别君未婚儿女忽成行怡然敬父执问我来何方问答乃未已儿女罗酒浆夜雨翦春韭新炊,1
11606,黄粱,1
11607,主称,1
11608,会面难一举,1
11609,十觞十觞,1
11610,感子,1
11611,同感,1
11612,最赞,1
11613,新专辑,1
11614,林先生,1
11615,真谛,1
11616,逼死,1
11617,十三年,2
11618,写景,2
11619,例子,1
11620,南山,2
11621,冷场,1
11622,南山忆,2
11623,寄君一曲南山忆不问曲终人聚否,1
11624,头条,1
11625,缺钱,1
11626,六七年,1
11627,可人去楼空,1
11628,人为,2
11629,这世界,2
11630,花朵,1
11631,终于明白,1
11632,好不容易,3
11633,心火,2
11634,NASA,1
11635,第41981号,1
11636,小行星,1
11637,Yaobeina,1
11638,美国宇航局,1
11639,19812015,1
11640,才华横溢,1
11641,女歌手,3
11642,流行音乐,1
11643,造诣,1
11644,屡,1
11645,获奖,1
11646,抗争,1
11647,不幸,3
11648,离世,3
11649,捐献,1
11650,眼角,2
11651,膜,1
11652,听来,2
11653,亚洲,2
11654,强调,2
11655,我爸,1
11656,难缠,1
11657,精选,1
11658,过年吃饺子,1
11659,小猪,4
11660,情人节,4
11661,折纸,1
11662,玫瑰,2
11663,捉迷藏,1
11664,本土,1
11665,必然,3
11666,少不了,2
11667,非得,2
11668,抵制,1
11669,实实在在,1
11670,偷懒,1
11671,广,1
11672,重金属,2
11673,分组,3
11674,京剧,3
11675,荀慧生,1
11676,二爷,1
11677,陕人艺,1
11678,老前辈,1
11679,戏曲,2
11680,小场,1
11681,第一排,1
11682,国粹,1
11683,原名,3
11684,金志文艺名雷烈,1
11685,莫然,1
11686,小文,2
11687,禁忌,1
11688,孟婆汤吧流萤,1
11689,慢饮,1
11690,赠,1
11691,漫,1
11692,天流萤,1
11693,川河畔三生石,1
11694,彼岸,1
11695,投胎,2
11696,转世,3
11697,多谢,1
11698,好生面,1
11699,原来人,2
11700,漫长漫长,1
11701,慢性,3
11702,你儿,1
11703,容颜,4
11704,耐心,2
11705,三世,1
11706,五百年,2
11707,雷劫,1
11708,难熬,2
11709,催泪神作赠你漫天流萤与落花花轿上的定格之吻喝下忘情水时的告白并肩看一城,1
11710,焰火,1
11711,后弦,3
11712,拉回,1
11713,跨越,1
11714,上海滩,1
11715,长城,1
11716,脚下,1
11717,可谓,1
11718,这回,1
11719,涉猎,2
11720,弘一法师,1
11721,李叔同,1
11722,送别,2
11723,线索,1
11724,贯穿,1
11725,凄美,2
11726,西厢,3
11727,城外,3
11728,爱妃,1
11729,昆明湖,1
11730,唐宋元明清娃娃脸天然呆单车恋人海口谢谢你的爱,1
11731,弦能,1
11732,这场,1
11733,更美,1
11734,贤惠,1
11735,乖巧,2
11736,乐天派,1
11737,艳羡,1
11738,火不火,1
11739,少数,1
11740,引用,1
11741,写在,4
11742,列,1
11743,全创,1
11744,心甘情愿,3
11745,败将,1
11746,乘法,1
11747,零,3
11748,发财,1
11749,哭笑不得,1
11750,回头看我,1
11751,20年前,1
11752,上14年前,1
11753,邻居家,1
11754,托,1
11755,几十米,1
11756,5年前,2
11757,加拿大,1
11758,1年前,1
11759,杨洋,8
11760,过生日,3
11761,肖奈,3
11762,一笑奈何先占洋楼再听歌,1
11763,奶音,5
11764,低音炮,4
11765,宠,1
11766,杨洋生日快乐,1
11767,羊毛,1
11768,易家扬,2
11769,这一次,2
11770,仍是,1
11771,舍,1
11772,八个,1
11773,爷们,1
11774,金莎,1
11775,蓝菲琳,2
11776,美貌,2
11777,金沙弦子,1
11778,郭静,1
11779,同胞,1
11780,汉,1
11781,指南,1
11782,4分钟,1
11783,身负,1
11784,极高明,1
11785,气场,1
11786,充盈,1
